JobTitle,Company,CompanyRating,JobLocation,Remote,PostDate,ExtractionDate,JobUrl
Data Scientist en contrat VIE H/F (Espagne),Keyrus,,"Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=08eee4b43cd33b68&fccid=19a55a04a564eae0&vjs=3
Head of Behavioural Science - People Analytics Team,Novartis,"4,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=3598504f55f9b8c3&fccid=c35194d01a9e2595&vjs=3
CONTRATO Titulado Superior - Ciencias de la Salud/Ciencias Experimentales - Científico de Datos (Data Scientist),Instituto de Investigacion Sanitaria La Fe,"3,7","Valencia, Valencia provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=ad815b3b6812ebee&fccid=c6bbf56bf89de3cf&vjs=3
Game Data Analyst,Social Point,,"Barcelona, Barcelona provincia",True,hace 23 días,2021-03-29,https://es.indeed.com/rc/clk?jk=03deba8fa5805a2b&fccid=cdf1db6d6ae5640b&vjs=3
Finance Assistant,Wunderman,"3,8","Madrid, Madrid provincia",True,hace 12 días,2021-03-29,https://es.indeed.com/rc/clk?jk=16de23c013132eed&fccid=bfef2b2da6904e2a&vjs=3
Product Designer Serenity,Adevinta,,"Barcelona, Barcelona provincia",False,hace 13 días,2021-03-29,https://es.indeed.com/rc/clk?jk=bf81d0a784a25eb2&fccid=5aecff49966a6ffd&vjs=3
Scientific Software Developer (Remote),Kepler Fi,,"Barcelona, Barcelona provincia",False,hace 15 días,2021-03-29,https://es.indeed.com/rc/clk?jk=6510ff69eeef256c&fccid=4321d95d05919c00&vjs=3
Back End Engineer,Adevinta,,"Barcelona, Barcelona provincia",False,hace 11 días,2021-03-29,https://es.indeed.com/rc/clk?jk=4dd30eaf49400e9e&fccid=5aecff49966a6ffd&vjs=3
Instructional Designer - Amazon Selling Partner Support,"Amazon Spain Services, S.L.","3,6","Barcelona, Barcelona provincia",False,hace 6 días,2021-03-29,https://es.indeed.com/rc/clk?jk=e2e50632ae204ec8&fccid=fe2d21eef233e94a&vjs=3
Financial Planning Analyst - Iberia (Spain & Portugal),LEO Pharma,"3,6","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=2e9bd88a602f1913&fccid=e451983f117abb61&vjs=3
Postdoc Associate in Computational Biology,Center for Genomic Regulation,,"Barcelona, Barcelona provincia",False,hace 13 días,2021-03-29,https://es.indeed.com/rc/clk?jk=ac7873dcca6bc2c0&fccid=83df17e5cf55215f&vjs=3
Skin care Applications Scientist,Lubrizol Corporation,"3,9","Gavà, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=01711cbab64aa0d2&fccid=a6ecb44bea23e5cd&vjs=3
Skin care Applications Scientist,Lubrizol,"3,9","Gavà, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=ac6f0c704d2f203c&fccid=a6ecb44bea23e5cd&vjs=3
Data Scientist,Glovo,"3,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=b810d65ecb2dabb0&fccid=e79aa74d1d3ace1e&vjs=3
Demand Forecaster,Sanofi,"4,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=6dc17c46e00b7d82&fccid=5d3ed74ca4598964&vjs=3
Research support engineer - Atmospheric composition data curation (RE1),Barcelona Supercomputing Center (BSC),,"Barcelona, Barcelona provincia",False,hace 4 días,2021-03-29,https://es.indeed.com/rc/clk?jk=66b12af7ab86f244&fccid=a9e2246650287c61&vjs=3
Funds Manager Part-time,Center for Genomic Regulation,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=7b42e1488153bf30&fccid=83df17e5cf55215f&vjs=3
Head of Data,Landbot,,"Barcelona, Barcelona provincia",True,hace 20 días,2021-03-29,https://es.indeed.com/rc/clk?jk=f67b92f65b3aa82e&fccid=e9d42dc4def587ce&vjs=3
Research Manager,Affinity Petcare,"3,8","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=82e7b8803d4c1e06&fccid=0e7299dd2eb3cdbd&vjs=3
Data Science Lead - Activation,Glovo,"3,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=fd7a6991dc3b8ba7&fccid=e79aa74d1d3ace1e&vjs=3
Lead Data Engineer,Vistaprint,"3,5","Barcelona, Barcelona provincia",True,hace 22 días,2021-03-29,https://es.indeed.com/rc/clk?jk=9d9fd731b933708b&fccid=3755b60c862441f9&vjs=3
Data Engineer,Glovo,"3,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=bac27e2b42f7dcb0&fccid=e79aa74d1d3ace1e&vjs=3
Director of Product Insights (They/She/He),Glovo,"3,1","Barcelona, Barcelona provincia",False,hace 6 días,2021-03-29,https://es.indeed.com/rc/clk?jk=3dd5647cbff01ca5&fccid=e79aa74d1d3ace1e&vjs=3
"Medical Scientist, Oncology & Cell Therapy South – East",Gilead Sciences,"3,6","Valencia, Valencia provincia",True,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=ba36248741ac3cb2&fccid=e4b075354d7c2865&vjs=3
Data Scientist (m/f/d),ISG Personalmanagement GmbH,,"Madrid, Madrid provincia",False,hace 19 días,2021-03-29,https://es.indeed.com/rc/clk?jk=b7ee59bdd1b9bc06&fccid=5494ecbfbac95540&vjs=3
DATA SCIENTIST BANCO SABADELL,Canal UGR,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=9a9a983a8e02af5d&fccid=9a0d568e3c36362b&vjs=3
Scientist - immunoassays,Progenika,,Vizcaya provincia,False,hace 26 días,2021-03-29,https://es.indeed.com/rc/clk?jk=c8008db710efba09&fccid=0cb768ce86009e14&vjs=3
Senior Data Scientist,Nextail Labs S.L.,,"Madrid, Madrid provincia",True,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=d79a714ad4b55d1c&fccid=4b53d7d9686adb6e&vjs=3
"Senior Data Scientist, Demand Forecasting - Europe Remote",Vistaprint,"3,5","Barcelona, Barcelona provincia",True,hace 25 días,2021-03-29,https://es.indeed.com/rc/clk?jk=e99589757004b5d1&fccid=3755b60c862441f9&vjs=3
Data Scientist,Mur & Martí,,"Sant Cugat del Vallès, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=1d9a83db1275b907&fccid=9d494fd9d5a7eace&vjs=3
Programador/a Python,AIS Group,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=a586779e3c360bc9&fccid=351cc1d858f37a8d&vjs=3
Lead Machine Learning Engineer,Boston Consulting Group,"4,2","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=68c4c4c70124553d&fccid=b95f9eb47968fa13&vjs=3
Data Scientist,BETWEEN,"4,0","Las Rozas de Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=600f3e64338ff1ff&fccid=ebbb60231f495644&vjs=3
Data Scientist,Growara,,,True,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=4eb2e3e93cf39e8d&fccid=8a5f4159cfeb2ab2&vjs=3
Data Scientist - Advanced Analytics,McKinsey & Company,"4,3","Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=080cb629147626b2&fccid=6576e7250aa78c3c&vjs=3
Data Analyst - Routing,Glovo,"3,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=e90010da741994ea&fccid=e79aa74d1d3ace1e&vjs=3
Manufacturing Analytics Manager (Madrid or Barcelona),Accenture,"4,0","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=218872231ff6e32d&fccid=a4e4e2eaf26690c9&vjs=3
Data Ops Engineer (f/m),Axpo,,"Madrid, Madrid provincia",False,hace 4 días,2021-03-29,https://es.indeed.com/rc/clk?jk=21c725ae1c6288d8&fccid=d63272c705cae0dd&vjs=3
Digital Marketing Specialist/Executive,Ignitia AB,,"Madrid, Madrid provincia",False,hace 3 días,2021-03-29,https://es.indeed.com/rc/clk?jk=5c15576d2488c3e8&fccid=bd39fabf50651246&vjs=3
Lead Data Engineer,Vistaprint,"3,5","Barcelona, Barcelona provincia",True,hace 22 días,2021-03-29,https://es.indeed.com/rc/clk?jk=9d9fd731b933708b&fccid=3755b60c862441f9&vjs=3
Data Analytics Lead - Q-Commerce,Glovo,"3,1","Barcelona, Barcelona provincia",False,hace 24 días,2021-03-29,https://es.indeed.com/rc/clk?jk=09ba49f145a4b765&fccid=e79aa74d1d3ace1e&vjs=3
Programador/a Python,AIS Group,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=a586779e3c360bc9&fccid=351cc1d858f37a8d&vjs=3
"Senior Data Scientist, Demand Forecasting - Europe Remote",Vistaprint,"3,5","Barcelona, Barcelona provincia",True,hace 25 días,2021-03-29,https://es.indeed.com/rc/clk?jk=e99589757004b5d1&fccid=3755b60c862441f9&vjs=3
Senior Scientist Genomics,Archer Daniels Midland Company,,"Valencia, Valencia provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=a183f0eb3450b2d5&fccid=a46683ec51ead49e&vjs=3
Data Scientist,Growara,,,True,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=4eb2e3e93cf39e8d&fccid=8a5f4159cfeb2ab2&vjs=3
IVD PRODUCT DEVELOPMENT SCIENTIST,MICROLIQUID,,"Arrasate/Mondragón, Guipúzcoa provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=39b75ab6c1cff4e7&fccid=cc742d02295d8eaf&vjs=3
"AI/ML - Language Engineer (Portuguese Brazilian), Siri Understanding",Apple,"4,2","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=06ff4fea1f81a0a7&fccid=c1099851e9794854&vjs=3
SENIOR SCIENTIST C. ELEGANS,Archer Daniels Midland Company,,"Valencia, Valencia provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=66f87c1f01da6280&fccid=a46683ec51ead49e&vjs=3
Head of Behavioural Science - People Analytics Team,Novartis,"4,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=3598504f55f9b8c3&fccid=c35194d01a9e2595&vjs=3
Data Scientist,Glovo,"3,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=b810d65ecb2dabb0&fccid=e79aa74d1d3ace1e&vjs=3
Trait Discovery Research Specialist,Bayer,"4,2","El Ejido, Almería provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=5ee69f1aa4dfd93a&fccid=e08122e0e993cc32&vjs=3
Data Scientist,Firmenich,"3,8","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=4ca64de8134504e4&fccid=681e3ec27326137f&vjs=3
Principal Interaction Designer,King,,"Barcelona, Barcelona provincia",False,hace 23 días,2021-03-29,https://es.indeed.com/rc/clk?jk=274b1afe33c3497c&fccid=6d65cb9ba1f73d65&vjs=3
Big Data Product Owner,Roche,"4,2","Sant Cugat del Vallès, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=e0662a887b05286e&fccid=bca1c8ed48c3b338&vjs=3
Data Scientist - Alicante - R,Michael Page España,,"Alicante, Alicante provincia",False,hace 25 días,2021-03-29,https://es.indeed.com/rc/clk?jk=2a8ae96127e133c7&fccid=359175a9879dbba6&vjs=3
Data Scientist,BETWEEN,"4,0","Las Rozas de Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=600f3e64338ff1ff&fccid=ebbb60231f495644&vjs=3
Principal Interaction Designer,King.com,,"Barcelona, Barcelona provincia",False,hace 23 días,2021-03-29,https://es.indeed.com/rc/clk?jk=39f1e4b3c06fe946&fccid=5f2cea8400b4965b&vjs=3
OFFICE ADMIN SUPPORT/ MEMBERSHIP ASSISTANT (part-time position),Analisis y Desarrollo,,"Barcelona, Barcelona provincia",False,hace 19 días,2021-03-29,https://es.indeed.com/rc/clk?jk=8853320e983b9c22&fccid=acc924b6e4fef3a4&vjs=3
Data Scientist Specialist / Multinational,HUB Talent,,"Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=2f625b1d0067e94b&fccid=c0f3931109f1ccd3&vjs=3
"BI Engineer, Global Markets",Adevinta,,"Barcelona, Barcelona provincia",False,hace 6 días,2021-03-29,https://es.indeed.com/rc/clk?jk=ac7e2b29dceedf20&fccid=5aecff49966a6ffd&vjs=3
Financial Planning Analyst - Iberia (Spain & Portugal),LEO Pharma,"3,6","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=2e9bd88a602f1913&fccid=e451983f117abb61&vjs=3
Data Scientist,PepsiCo,"3,8","Cornellà de Llobregat, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=1bfb4f6e57bee7bd&fccid=2973259ddc967948&vjs=3
Data Warehouse Architect,Typeform,,"Barcelona, Barcelona provincia",False,hace 10 días,2021-03-29,https://es.indeed.com/rc/clk?jk=45c824b9a46c7a38&fccid=44af720155627f3d&vjs=3
Senior Data Scientist,Adidea,,"Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=77e29a0195f0ea79&fccid=f58be3f0d1c9f847&vjs=3
Data Scientist,e-Frontiers,,"Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=9763eeaa0a9cc084&fccid=ed59e6569ae50dc9&vjs=3
Data Scientist,Click IT point,,"Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=a51ce3a91f16d649&fccid=ef76ed67af47a3c9&vjs=3
"Medical Scientist, Oncology & Cell Therapy South – East",Gilead Sciences,"3,6","Valencia, Valencia provincia",True,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=ba36248741ac3cb2&fccid=e4b075354d7c2865&vjs=3
"Senior Scientist Gene Therapy (Adeno - AAVs - Molecular Assay Development), (code ES 250620)",ADV Talent Partners,,Madrid provincia,False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=6e55197963793121&fccid=f94f2fe19869476a&vjs=3
Data Engineer,Glovo,"3,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=bac27e2b42f7dcb0&fccid=e79aa74d1d3ace1e&vjs=3
JavaScript Developer,DNV GL AS,"3,8","l'Hospitalet de Llobregat, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=ca76f4f4405e1863&fccid=e11925963c0b831e&vjs=3
Data Scientist (AI for Biosciences) - Biioscientific Multinational Company,Michael Page España,,"Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=8e7f6181c47e39cf&fccid=359175a9879dbba6&vjs=3
"Manager, Data Science",Westinghouse Electric Company,,"Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=278cbd3af685af14&fccid=42e773e039e3c8bf&vjs=3
Data Scientist - Bilbao,Panda security,"3,6","Bilbao, Vizcaya provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=ac97e8a7406cb9c7&fccid=07a8cb32519dd8da&vjs=3
Principal Data Scientist,King.com,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=7dd2fb3779bddbae&fccid=5f2cea8400b4965b&vjs=3
January 2021 - Research Software Engineer for Gamma-Ray Telescope Data Management Services,IFAE,,"Bellaterra, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=fa34382e00d78324&fccid=8d1696e3dfe757ce&vjs=3
Data Engineer - BI,Glovo,"3,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=659bb9771e1a0e37&fccid=e79aa74d1d3ace1e&vjs=3
Software Engineer - Barcelona,Vonage,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=4b142eb371b28831&fccid=9ae5a27119edd141&vjs=3
Project Engineer/Scientist,ALL4,,"Arca, A Coruña provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=6c423a7c345d9059&fccid=472d050fa2afe94d&vjs=3
Internship: Software engineer (big data projects),GMV,"4,3","Tres Cantos, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=52fca7526f2537d1&fccid=ac36beb745e68baf&vjs=3
Accelerated Genetics Research Specialist Lead,Bayer,"4,2","La Mojonera, Almería provincia",False,hace 12 días,2021-03-29,https://es.indeed.com/rc/clk?jk=d3050b244e92d85f&fccid=e08122e0e993cc32&vjs=3
Backend Developer for Translational Science,Boehringer Ingelheim,"4,1","Sant Cugat del Vallès, Barcelona provincia",False,hace 3 días,2021-03-29,https://es.indeed.com/rc/clk?jk=6cf0ec6efe91fcd4&fccid=6902b1131240791f&vjs=3
Principal ML Engineer,PepsiCo,"3,8","Cornellà de Llobregat, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=108f740aa4bdecaf&fccid=2973259ddc967948&vjs=3
Senior Clinical Scientist / Medical Monitor - Oncology,Covance by Labcorp,,"Cañada, Alicante provincia",False,Recién publicado,2021-03-29,https://es.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPts0BZf5RUYLDzn3w3ZnJ6tvKFkWy9R8DmKHR3APzNRWc-EEvMjVzgIax4YNqup_4yuvSJBxU5SSKFzVhANpQUdUYI1qwN571zCvzADEJuxN8nkfvTOI7R8ci_mK_79ZgzjY758sDbyzapgc26xOYJN-Nb7Zpu1KjKwerNTl4x204lHtTAwNXAvbH_dZI0BlCrp97GqWaI-6dePaZpNFYT1bcWCLZ60FBfzAIfVeho-7-BvlM-P8iogNUtuOVcNQcW3mmeyDEIXlYDUkzJosmup1BAzLTtdArZ1vN-Sfjdz9osqcbi_p1XFGRQv01PN5DNYC5aC7jLSkvS3EmMwvccrPG6vskaIubppM8rGkdJVv0RcTVG73POXLnel2x9CHSALt3IpwG0kN5Cmei6ZkCFDhzhiGmaD685XB3uCpji0qt8CGNzzlm_vb6ejMXY5dpei5XlrKL7Tet7tWlmXOoRS5gyhnl8Wm09V3wmnac7rFNAhcAdxPG&p=48&fvj=0&vjs=3
Data Devops,Typeform,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=4cfba51327b796c4&fccid=44af720155627f3d&vjs=3
SENIOR SCIENTIST C. ELEGANS,Archer Daniels Midland Company,,"Valencia, Valencia provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=66f87c1f01da6280&fccid=a46683ec51ead49e&vjs=3
Formulation Scientist,Insud Pharma,,"León, León provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=6d08c36a03d43b52&fccid=333f0ccab65ac3d2&vjs=3
"Senior Scientist Gene Therapy (Adeno - AAVs - Molecular Assay Development), (code ES 250620)",ADV Talent Partners,,Madrid provincia,False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=6e55197963793121&fccid=f94f2fe19869476a&vjs=3
OFFICE ADMIN SUPPORT/ MEMBERSHIP ASSISTANT (part-time position),Analisis y Desarrollo,,"Barcelona, Barcelona provincia",False,hace 19 días,2021-03-29,https://es.indeed.com/rc/clk?jk=8853320e983b9c22&fccid=acc924b6e4fef3a4&vjs=3
Head of Finance Marketing (They/She/He),Glovo,"3,1","Barcelona, Barcelona provincia",False,hace 27 días,2021-03-29,https://es.indeed.com/rc/clk?jk=be3226e8c1886009&fccid=e79aa74d1d3ace1e&vjs=3
Software Engineer - Barcelona,Vonage,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=4b142eb371b28831&fccid=9ae5a27119edd141&vjs=3
"Applied Science Internship - Natural Language Processing, Machine Leaning, Information Retrieval","Amazon Spain Services, S.L.","3,6","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=5b5c385739e3fc3a&fccid=fe2d21eef233e94a&vjs=3
CONTRATO Titulado Superior Ingeniería,Instituto de Investigacion Sanitaria La Fe,"3,7","Valencia, Valencia provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=d9138ed6d0938481&fccid=c6bbf56bf89de3cf&vjs=3
Spanish NLU Consultant,Cerence,,,True,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=54a57e5833081b7f&fccid=96deaee4ceac5d13&vjs=3
CONTRATO Titulado Superior Ingenieria,Instituto de Investigacion Sanitaria La Fe,"3,7","Valencia, Valencia provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=6fbb152efad8acbe&fccid=c6bbf56bf89de3cf&vjs=3
Senior Business Analyst (They/She/He),Glovo,"3,1","Barcelona, Barcelona provincia",False,hace 13 días,2021-03-29,https://es.indeed.com/rc/clk?jk=e3e25d6a1d72e81c&fccid=e79aa74d1d3ace1e&vjs=3
Python Developer,Altair Engineering,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=e83356ae05486fea&fccid=3453268f43beb582&vjs=3
Product Manager - Workflows,Typeform,,"Barcelona, Barcelona provincia",False,hace 27 días,2021-03-29,https://es.indeed.com/rc/clk?jk=567a720ca84327d1&fccid=44af720155627f3d&vjs=3
Ingeniero/a Junior Big Data,SICE,"4,0","Madrid, Madrid provincia",False,hace 25 días,2021-03-29,https://es.indeed.com/rc/clk?jk=20dae18b589eaebf&fccid=f33b6ab221e59d67&vjs=3
Media Software Engineer - Barcelona,Vonage,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=6035f14d13eb06f6&fccid=9ae5a27119edd141&vjs=3
"Senior Technical Recruiter, Verse",Verse,,"Barcelona, Barcelona provincia",False,hace 3 días,2021-03-29,https://es.indeed.com/rc/clk?jk=dfbb56b03404f99c&fccid=d2b4e3cbfedff77b&vjs=3
Sales Representative,Graphext Labs,,,True,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=f3b0008d5ebb278d&fccid=f4ecf3f0d829e8d1&vjs=3
Text Mining research engineer (RE2),Barcelona Supercomputing Center (BSC),,"Barcelona, Barcelona provincia",False,hace 3 días,2021-03-29,https://es.indeed.com/rc/clk?jk=db742537c1453d27&fccid=a9e2246650287c61&vjs=3
Digital Manufacturing Project Manager,International Flavors & Fragrances,"3,8","Benicarló, Castellón provincia",False,hace 11 días,2021-03-29,https://es.indeed.com/rc/clk?jk=70ac142d0b163dee&fccid=87c08f0984b02c4c&vjs=3
Digital Marketing Specialist/Executive,Ignitia AB,,"Madrid, Madrid provincia",False,hace 3 días,2021-03-29,https://es.indeed.com/rc/clk?jk=5c15576d2488c3e8&fccid=bd39fabf50651246&vjs=3
Senior Data Scientist,Adidea,,"Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=77e29a0195f0ea79&fccid=f58be3f0d1c9f847&vjs=3
Solutions Architect,Clarivate Analytics,"3,5","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=5302847ae1c1e7c5&fccid=39cdc80b98113925&vjs=3
Senior BI Engineer,Glovo,"3,1","Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=c4f12e8d78d06111&fccid=e79aa74d1d3ace1e&vjs=3
Product Manager - Courier Management (They/She/He),Glovo,"3,1","Barcelona, Barcelona provincia",False,hace 23 días,2021-03-29,https://es.indeed.com/rc/clk?jk=8a24d9ef3c3d7e6f&fccid=e79aa74d1d3ace1e&vjs=3
Data Warehouse Architect,Typeform,,"Barcelona, Barcelona provincia",False,hace 10 días,2021-03-29,https://es.indeed.com/rc/clk?jk=45c824b9a46c7a38&fccid=44af720155627f3d&vjs=3
Senior Data Scientist - Customer Success,Typeform,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=35e708f7b20b39e7&fccid=44af720155627f3d&vjs=3
“Postdoctoral Researcher in the group “Evolutionary Processes Modeling””,Center for Genomic Regulation,,"Barcelona, Barcelona provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=c1736f96487cfe83&fccid=83df17e5cf55215f&vjs=3
Junior Research Engineer - Development of epidemiology web apps (RE1),Barcelona Supercomputing Center (BSC),,"Barcelona, Barcelona provincia",False,hace 4 días,2021-03-29,https://es.indeed.com/rc/clk?jk=5efa4d750825b6a5&fccid=a9e2246650287c61&vjs=3
Senior Data Scientist Computer Vision,NTT Disruption,,"Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=8ca3801fbb108e5f&fccid=5bdddf796fa32ba6&vjs=3
"Manager, Data Science",Westinghouse Electric Company,,"Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=278cbd3af685af14&fccid=42e773e039e3c8bf&vjs=3
SPECIALIST SCIENTIST IN CHROMATOGRAPHY,Eurofins Central Laboratory,"3,0","Murcia, Murcia provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=f6bc8df62aec3105&fccid=da33f48dbeb2e889&vjs=3
Graduate Professional Services Consultant,AWS EMEA SARL (Spain Branch),"3,6","Madrid, Madrid provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=e35a1708e36461bd&fccid=fe2d21eef233e94a&vjs=3
Medical Software QA Engineer,QMenta,,"Barcelona, Barcelona provincia",True,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=00a4014926d4ab73&fccid=2436d3943670f277&vjs=3
Principal Scientist Toledo,Johnson & Johnson Family of Companies,"4,2","Toledo, Toledo provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=a877ce08d7bd88ea&fccid=0bed8e17bc113980&vjs=3
"Data Scientist (Python, Machine Learning, Hadoop)",BETWEEN,"4,0","Bilbao, Vizcaya provincia",False,hace 27 días,2021-03-29,https://es.indeed.com/rc/clk?jk=bf1ba63e90c7e807&fccid=ebbb60231f495644&vjs=3
DATA SCIENTIST SENIOR,Sotech Consulting,,"Las Palmas de Gran Canaria, Las Palmas provincia",False,Hace más de 30 días,2021-03-29,https://es.indeed.com/rc/clk?jk=8d3c091669906f4e&fccid=a5d6614bb77bfa4a&vjs=3
